ID;idTema;descricao;detalheDiscussao;principaisImpactos;primeiroRegistro;ultimoRegistro;dataUltimaReuniao;diretorGeral;diretorExecutivo;descAlterda;statusAlterado;detalheAlterado;princImpAlterado;dtUltimaReuniaoAlterado;comissaoAlterado;status_ID;criticidade_ID;regulador_ID;representante_ID;comissao_ID;userAlteracao_ID
cf3e1cc1-a35a-4b2f-8696-0b3000000539;16;Teste, desconsiderar;teste;teste;2020-07-09T03:50:00Z;2020-07-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b3000000540;17;Teste, desconsiderar;teste;teste;2020-07-09T03:50:00Z;2020-07-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b3000000541;18;Teste, desconsiderar;teste;teste;2020-07-09T03:50:00Z;2020-07-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;3;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b3000000542;19;Teste, desconsiderar;teste;teste;2020-07-09T03:50:00Z;2020-07-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b3000000543;20;Teste, desconsiderar;teste;teste;2020-07-09T03:50:00Z;2020-07-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b3000000544;21;Teste, desconsiderar;teste;teste;2020-07-09T03:50:00Z;2020-07-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b3000000545;22;Teste, desconsiderar;teste;teste;2020-07-09T03:50:00Z;2020-07-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b3000000546;22;Teste, desconsiderar;teste;teste;2020-07-09T03:50:00Z;2020-07-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000522;1;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;F0127189;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000523;2;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;F0121544;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000524;3;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;3;F0127406;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000525;4;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;F0114751;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000526;5;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;F0114008;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000527;6;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;F0106727;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000528;7;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000529;8;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;3;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000530;9;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000531;10;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;F0127189;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000532;11;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;4;2;3;F0121544;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000533;12;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;3;F0127406;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000534;12;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;F0114751;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000535;12;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;4;2;2;F0114008;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000536;13;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;F0106727;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000537;14;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;3;F5000784;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000538;15;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;F5000784;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000539;16;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;F5000784;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000540;17;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;4;2;2;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000541;18;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;4;2;3;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000542;19;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;4;2;2;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000543;20;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;4;2;2;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000544;21;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;4;2;2;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000545;22;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;4;2;2;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000546;22;Teste, desconsiderar;teste;teste;2020-09-09T03:50:00Z;2020-09-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;4;2;2;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000547;23;Teste, desconsiderar;teste;teste;2020-10-09T03:50:00Z;2020-10-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;1;2;2;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000548;23;Teste, desconsiderar;teste;teste;2020-10-09T03:50:00Z;2020-10-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;2;2;2;paulo.silva@numenit.com;5;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000549;24;Teste, desconsiderar;teste;teste;2020-10-09T03:50:00Z;2020-10-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;3;2;2;paulo.silva@numenit.com;6;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000550;25;Teste, desconsiderar;teste;teste;2020-10-09T03:50:00Z;2020-10-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;4;2;2;paulo.silva@numenit.com;6;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000551;26;Teste, desconsiderar;teste;teste;2020-10-09T03:50:00Z;2020-10-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;2;2;2;paulo.silva@numenit.com;6;paulo.silva@numenit.com
cf3e1cc1-a35a-4b2f-8696-0b4000000552;27;Teste, desconsiderar;teste;teste;2020-01-09T03:50:00Z;2020-01-09T03:50:00Z;;LENE ARAUJO DE LIMA;MARCOS EDUARDO DOS SANTOS;;;;;;;2;2;2;paulo.silva@numenit.com;6;paulo.silva@numenit.com
